SpillNumber,ProgramFacilityName,Street1,Street2,Locality,County,ZIPCode,SWISCode,DECRegion,SpillDate,SpillYear,ReceivedDate,ContributingFactor,Waterbody,Source,CloseDate,MaterialName,MaterialFamily,Quantity,Units,Recovered
7880520,MOBIL OIL COMPANY,300YDS NORTH SWEETLAND RD,,STAFFORD,Genesee,14143,1944,8,5/20/78,1978,5/20/78,Equipment Failure,TRIB BIGELOW CREEK,Tank Truck,5/22/78,#2 fuel oil,Petroleum,120,Gallons,65
7880112,MOBIL OIL CORPORATION,MOBIL OIL TERMINAL,,ELMIRA,Chemung,14901,830,8,1/12/78,1978,1/12/78,Tank Failure,NONE,Commercial/Industrial,1/16/78,gasoline,Petroleum,3500,Gallons,3500
7880706,MOBIL STATION ROUTE 383,ROUTE 383,,SCOTTSVILLE,Monroe,14546,2856,8,7/6/78,1978,7/6/78,Tank Overfill,STORM SEWER,Gasoline Station or other PBS Facility,7/6/78,gasoline,Petroleum,10,Gallons,0
7800544,NASSETTA,878 RT 9G,,HYDE PARK,Dutchess,,1432,3,7/28/78,1978,7/28/78,Equipment Failure,,Private Dwelling,9/22/08,gasoline,Petroleum,0,Gallons,0
7800544,NASSETTA,878 RT 9G,,HYDE PARK,Dutchess,,1432,3,7/28/78,1978,7/28/78,Equipment Failure,,Private Dwelling,9/22/08,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
7881117,NEW YORK STATE THRUWAY,NYS THRUWAY 4MI E RT 414,,TYRE,Seneca,13148,5034,8,11/17/78,1978,,Traffic Accident,MONTEZUMA SWAMP,Passenger Vehicle,12/4/78,diesel,Petroleum,70,Gallons,70
7880530,NEW YORK STATE THRUWAY,NYS THRUWAY MP 360.7 EAST,,HENRIETTA,Monroe,14467,2832,8,5/30/78,1978,5/30/78,Traffic Accident,ROADSIDE DITCH,Unknown,6/12/78,diesel,Petroleum,125,Gallons,0
7880419,NY RTE 15A,"ROUTE 15A, 1/2 MILE NORTH OF LIMA VILLAGE",,LIMA,Livingston,14485,2632,8,4/20/78,1978,4/20/78,Human Error,,Commercial Vehicle,2/28/11,unknown petroleum,Petroleum,45,Gallons,0
7881122,NYS ELECTRIC & GAS,GREENIDGE/KEUKA L OUTLET,,DRESDEN,Yates,,6200,8,11/22/78,1978,11/22/78,Equipment Failure,KEUKA LAKE OUTLET,Commercial/Industrial,11/22/78,lube oil,Petroleum,0,Pounds,0
7881122,NYS ELECTRIC & GAS,GREENIDGE/KEUKA L OUTLET,,DRESDEN,Yates,,6200,8,11/22/78,1978,11/22/78,Equipment Failure,KEUKA LAKE OUTLET,Commercial/Industrial,11/22/78,waste oil/used oil,Petroleum,20,Gallons,15
7880620,NYS THRUWAY EASTBOUND,NYS THRUWAY,,WATERLOO,Seneca,13165,5024,8,6/20/78,1978,6/20/78,Traffic Accident,JUNIUS PONDS,Commercial Vehicle,6/22/78,diesel,Petroleum,60,Gallons,0
7801055,O'CONNELL TRUCK RT 9 & 20 COLUMBIA TNPK,COLUMBIA TNPK RT 9 & 20,RT 9 & RT 20,EAST GREENBUSH,Rensselaer,,4224,4,12/30/78,1978,12/30/78,Equipment Failure,HUDSON RIVER,Tank Truck,4/4/94,#4 fuel oil,Petroleum,6500,Gallons,0
7800151,OHIO FAST FREIGHT CO.,FREIGHT YARD,,SCRIBA,Oswego,,3856,7,4/20/78,1978,4/20/78,Tank Overfill,,Unknown,11/25/97,#2 fuel oil,Petroleum,0,Pounds,0
8000530,OLD COLONY SERV STA  MAIN,491 MAIN ST,(RGLL),CATSKILL,Greene,,2026,4,11/24/78,1978,11/24/78,Unknown,,Unknown,4/4/94,unknown petroleum,Petroleum,0,Gallons,0
7880831,PADDY HILL CREEK,STONERIDGE ROAD,,GREECE,Monroe,14615,2828,8,8/31/78,1978,8/31/78,Unknown,PADDY HILL CREEK,Unknown,10/2/78,unknown petroleum,Petroleum,0,,0
7880308,PAINTED POST,PAINTED POST/HIGH STREET,,PAINTED POST,Steuben,14870,5124,8,3/8/78,1978,3/8/78,Unknown,STORM SEWER,Unknown,3/8/78,waste oil/used oil,Petroleum,20,Gallons,0
7881031,PERRY AND THOMPSON GARAGE,PERRY& THOMPSON GARAGE,,BATH,Steuben,14810,5124,8,10/30/78,1978,10/31/78,Human Error,,Gasoline Station or other PBS Facility,10/31/78,gasoline,Petroleum,30,Gallons,0
7880404,POLLY O DAIRY,UNKNOWN,,CAMPBELL,Steuben,14821,5130,8,4/4/78,1978,4/4/78,Unknown,,Unknown,2/17/11,#6 fuel oil,Petroleum,10,Gallons,0
7880409,POLLY O DAIRY,UNKNOWN,,CAMPBELL,Steuben,14821,5130,8,4/7/78,1978,4/7/78,Unknown,,Commercial/Industrial,2/17/11,#6 fuel oil,Petroleum,15,Gallons,0
7800136,POWER TEST GASOLINE STATION/GETTY/NYPD,STEVEN ODDO,POSSIBLY 158-57 OR 161-17 CROSS BAY BLVD,HOWARD BEACH,Queens,,4101,2,4/17/78,1978,4/17/78,Unknown,,Unknown,5/29/09,unknown material,Other,0,Pounds,0
7800136,POWER TEST GASOLINE STATION/GETTY/NYPD,STEVEN ODDO,POSSIBLY 158-57 OR 161-17 CROSS BAY BLVD,HOWARD BEACH,Queens,,4101,2,4/17/78,1978,4/17/78,Unknown,,Unknown,5/29/09,gasoline,Petroleum,0,Gallons,0
7880508,PRESTON 101 LINE,NYS THRUWAY WESTBOUND,,PEMBROKE,Genesee,14036,1942,8,5/8/78,1978,5/8/79,Traffic Accident,TONAWANDA CREEK,Tank Truck,5/8/79,diesel,Petroleum,40,Gallons,0
7880426,QUAKER STATE PIPELINE,"ROUTE 248, SOUTH OF REXVILLE",,WEST UNION,Steuben,14877,5178,8,4/27/78,1978,,Equipment Failure,TRIB CRYDER CREEK,Unknown,3/1/11,crude oil,Petroleum,50,Gallons,0
7880708,R.P. MWYERS CONSTRUCTION,NEW RD OFF LAKE RD,,WILLIAMSON,Wayne,14589,5946,8,7/8/78,1978,7/10/78,Vandalism,,"Institutional, Educational, Gov., Other",7/17/78,diesel,Petroleum,250,Gallons,0
7881018,RAE OIL COMPANY,195 ST PAUL BOULEVARD,,ROCHESTER,Monroe,,2814,8,10/18/78,1978,10/18/78,Tank Overfill,SANITARY SEWER,Private Dwelling,10/18/78,#2 fuel oil,Petroleum,200,Gallons,0
7880704,RG&E RUSSELL STATION,1101 BEACH AVENUE,,ROCHESTER,Monroe,14612,2828,8,7/5/78,1978,7/5/78,Human Error,SLATER CREEK,Commercial/Industrial,7/6/78,#2 fuel oil,Petroleum,2500,Gallons,0
7880421,RGE BEE BEE STATION/GENESEE RIVER,BEEBEE STATION,GENESEE RIVER,ROCHESTER,Monroe,,2814,8,4/21/78,1978,4/21/78,Unknown,GENESEE RIVER,Unknown,2/28/11,kerosene,Petroleum,0,,0
812037,RICHARD SEARS TREE EXPERTS,HAROLD HARRIS ROAD,,QUEENSBURY,Warren,,5734,5,1/1/78,1978,2/5/09,Deliberate,,"Non Major Facility > 1,100 gal",,unknown non-petro/non-haz material,Other,0,,0
7880214,RICHMOND AGWAY,ROUTE 20 A,,RICHMOND,Ontario,14471,3542,8,2/14/78,1978,2/14/78,Tank Overfill,TRIB HEMLOCK LAKE,Tank Truck,2/14/78,diesel,Petroleum,2600,Gallons,2600
7881003,RIVER RD.,RIVER RD.1.5 MI N RT 5,,CALEDONIA,Livingston,,2622,8,10/2/78,1978,10/2/78,Other,SURFACE POOLING,Unknown,10/2/78,surfactants,Other,0,,0
7880321,RIVERVIEW HEIGHTS SUB,GENESEE RIVER,,ROCHESTER,Monroe,14467,2832,8,3/21/78,1978,3/21/78,Unknown,GENESEE RIVER,Unknown,3/31/78,#2 fuel oil,Petroleum,0,,0
7880210,ROCHESTER DPW GARAGE,MUSTARD STREET,,ROCHESTER,Monroe,,2814,8,2/10/78,1978,2/10/78,Human Error,,Commercial/Industrial,2/10/78,#2 fuel oil,Petroleum,500,Pounds,0
7880808,ROCHESTER GAS & ELECTRIC,COUNTY ROAD 34,,SOUTH BRISTOL,Ontario,14419,3546,8,8/7/78,1978,8/8/78,Equipment Failure,NONE,Commercial/Industrial,8/31/78,PCB oil,Petroleum,3,Gallons,3
7881205,ROCHESTER GAS & ELECTRIC,JEFFERSON ROAD,,HENRIETTA,Monroe,14467,2832,8,12/5/78,1978,12/6/78,Equipment Failure,SEWER TO RED CREEK,Commercial/Industrial,12/6/78,transformer oil,Petroleum,571,Gallons,0
7880809,ROCHESTER PRODUCTS DIV.,MONROE AVENUE,,ROCHESTER,Monroe,,2814,8,8/8/78,1978,8/8/78,Unknown,,Unknown,2/28/11,solvents,Other,0,,0
7880809,ROCHESTER PRODUCTS DIV.,MONROE AVENUE,,ROCHESTER,Monroe,,2814,8,8/8/78,1978,8/8/78,Unknown,,Unknown,2/28/11,waste oil/used oil,Petroleum,0,,0
7880807,ROCHESTER PRODUCTS,1000 LEXINGTON AVENUE,,Rochester,Monroe,14606,2814,8,8/7/78,1978,8/7/78,Equipment Failure,,Commercial/Industrial,8/31/78,waste oil/used oil,Petroleum,0,Pounds,200
7800737,ROME MANUFACTURING,MILL ST,,ROME C,Oneida,,3300,6,10/2/78,1978,10/2/78,Unknown,BARGE CANAL,Unknown,10/2/78,#6 fuel oil,Petroleum,0,Pounds,0
7880825,ROTARY SAVE MARKET,ROUTE 54,,PENN YAN,Yates,14527,6230,8,8/25/78,1978,8/25/78,Equipment Failure,STORM SEWERS,Gasoline Station or other PBS Facility,8/31/78,gasoline,Petroleum,20,Gallons,0
7881216,ROTARY SERVICE STATION,459 SPENCERPORT ROAD,,SPENCERPORT,Monroe,14559,2800,8,12/15/78,1978,12/15/78,Tank Overfill,,Gasoline Station or other PBS Facility,12/15/78,gasoline,Petroleum,30,Gallons,0
7880909,ROUTE 15A/WATER STREET,ROUTE 15A/WATER STREET,,HEMLOCK,Livingston,14466,2634,8,9/9/78,1978,9/13/78,Other,HEMLOCK LAKE OUTLET,Tank Truck,10/2/78,#2 fuel oil,Petroleum,0,Pounds,0
7880202,ROUTE 17,ROUTE 17,,CAMPBELL,Steuben,14821,5130,8,2/2/78,1978,2/3/78,Traffic Accident,CHEMUNG RIVER,Commercial Vehicle,2/3/78,diesel,Petroleum,50,Gallons,0
7881002,ROUTE 441 AND LINDEN AVE,ROUTE 441 & LINDEN AVE,,PENFIELD,Monroe,14526,2842,8,10/2/78,1978,10/2/78,Traffic Accident,,Tank Truck,10/31/78,diesel,Petroleum,1,Gallons,0
7880922,ROUTE 47,ROUTE 47 @ NORTH ELMWOOD,,BRIGHTON,Monroe,,2820,8,9/12/78,1978,9/12/78,Traffic Accident,,Tank Truck,9/12/78,gasoline,Petroleum,0,Pounds,0
7881013,ROUTE 47 NORTH,ROUTE 47 N BEFORE BLOSSOM,,BRIGHTON,Monroe,,2820,8,10/13/78,1978,10/13/78,Traffic Accident,GRASS CREEK,Tank Truck,10/13/78,diesel,Petroleum,20,Gallons,0
7880328,RUETER-GIRARD ASSOCIATES,94 KUHN RD.,,GREECE,Monroe,,2828,8,3/28/78,1978,7/28/78,Tank Failure,TRIB BUCK POND,Commercial/Industrial,7/28/78,diesel,Petroleum,0,Pounds,0
7881128,SANITARY SEWERS MONROE AV,SANITARY SEWERS,,PITTSFORD,Monroe,14534,2846,8,11/29/78,1978,11/29/78,Equipment Failure,,"Institutional, Educational, Gov., Other",11/29/78,unknown material,Other,0,,0
7881110,SCOTTSVILL SERVICE STATIO,NYS THRUWAY/SCOTTSVILLE,,HENRIETTA,Monroe,,2832,8,11/10/78,1978,,Unknown,,Gasoline Station or other PBS Facility,11/10/78,gasoline,Petroleum,30,Gallons,0
8604587,SEABOARD ELECTRONICS,70 CHURCH ST,,NEW ROCHELLE,Westchester,,6010,3,10/10/78,1978,10/17/86,Deliberate,,Commercial/Industrial,10/17/86,unknown petroleum,Petroleum,0,Gallons,0
7800722,SEARS OIL CO.,EAST DOMINICK ST,,ROME C,Oneida,,3300,6,9/27/78,1978,9/27/78,Unknown,MOHAWK RVR/BARGE CAN,Gasoline Station or other PBS Facility,9/27/78,#2 fuel oil,Petroleum,50,Pounds,0
7880621,SHELL STATION,GENEVA ST.,,LYONS,Wayne,14489,5928,8,6/21/78,1978,6/21/78,Human Error,BARGE CANAL,Gasoline Station or other PBS Facility,7/6/78,gasoline,Petroleum,100,Gallons,0
7880313,SHELL TERMINAL ROUTE 96,SHELL TERMINAL ROUTE 96,,FAYETTE,Seneca,13065,5022,8,3/13/78,1978,3/13/78,Other,SENECA CAYUGA CANAL,Commercial/Industrial,3/31/78,gasoline,Petroleum,200,Gallons,30
7880126,SKI VALLEY INC,SKI VALLEY INC,,SOUTH BRISTOL,Ontario,14419,3546,8,1/25/78,1978,1/25/78,Unknown,SNOW MAKING POND,Unknown,1/27/78,#2 fuel oil,Petroleum,0,Pounds,0
8604806,SOLSVILLE HOTEL,OFF ROUTE 20,,SOLSVILLE,Madison,,2700,7,10/26/78,1978,10/27/86,Unknown,,Unknown,1/15/88,unknown petroleum,Petroleum,0,,0
7880623,SOUTHERN OIL SERVICE,4582 SOUTH LAKE RD,,BROCKPORT,Monroe,,2852,8,6/22/78,1978,6/23/78,Human Error,,Gasoline Station or other PBS Facility,6/23/78,gasoline,Petroleum,25,Gallons,0
7880702,SOUTHLAND LINCOLN MERCURY,2452 WEST HENRIETTA RD,,ROCHESTER,Monroe,,2814,8,7/2/78,1978,7/2/78,Human Error,,Commercial/Industrial,7/2/78,waste oil/used oil,Petroleum,1,Gallons,0
7800166,Spill Number 7800166,,,SYROCO,Onondaga,,3400,7,4/24/78,1978,4/24/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7800285,Spill Number 7800285,VREDBURG AVE,,YONKERS,Westchester,,6018,3,11/11/78,1978,11/11/78,Unknown,,Unknown,11/14/97,unknown material,Other,0,Pounds,0
7800349,Spill Number 7800349,P.A.S.,,OSWEGO,Oswego,,3842,7,6/15/78,1978,6/15/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7800542,Spill Number 7800542,2 MI S. BALVILLE - SENECA R,,BALDWINSVILLE,Onondaga,,3400,7,8/4/78,1978,8/4/78,Unknown,,Unknown,7/31/85,#2 fuel oil,Petroleum,0,,0
7800739,Spill Number 7800739,,,POMPEY,Onondaga,,3400,7,10/3/78,1978,10/3/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7800860,Spill Number 7800860,LIMESTONE CK,,FAYETTEVILLE,Onondaga,,3400,7,11/9/78,1978,11/9/78,Equipment Failure,,Commercial/Industrial,7/31/85,#6 fuel oil,Petroleum,500,Gallons,0
7800870,Spill Number 7800870,,,BREWERTON,Onondaga,,3400,7,11/10/78,1978,11/10/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7801052,Spill Number 7801052,COLD SPRINGS NR LIVERPOOL,,LYSANDER,Onondaga,,3436,7,11/28/78,1978,12/28/78,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7881217,STROEHMAN TRUCKING,ROUTE 17 AT EXIT 38,,BATH,Steuben,14810,5124,8,12/17/78,1978,12/20/78,Traffic Accident,COHOCTON RIVER,Tank Truck,12/20/78,diesel,Petroleum,0,,0
7881109,STRONG HOSPITAL,STRONG HOSPITAL,,ROCHESTER,Monroe,,2814,8,11/9/78,1978,11/9/78,Tank Overfill,GENESEE RIVER,"Institutional, Educational, Gov., Other",12/4/78,#2 fuel oil,Petroleum,700,Gallons,600
7880716,SUCKER BROOK,SUCKER BROOK,,CANANDAIGUA,Ontario,14424,3524,8,7/17/78,1978,7/17/78,Unknown,SUCKER BROOK,Unknown,7/17/78,unknown petroleum,Petroleum,0,,0
7880329,SUNOCO TERMINAL,BROOKS AVE,,ROCHESTER,Monroe,,2814,8,3/29/78,1978,3/29/78,Equipment Failure,,Gasoline Station or other PBS Facility,3/31/78,#2 fuel oil,Petroleum,200,Gallons,200
7880224,TAYLOR WINE COMPANY,TAYLOR WINE CO.,,HAMMONDSPORT,Steuben,14840,5124,8,2/24/78,1978,2/24/78,Human Error,COLD BROOK,Commercial/Industrial,2/27/78,#2 fuel oil,Petroleum,4000,Gallons,3000
7880323,THRIFTWAY SERVICE STATION,THRIFTWAY SERVICE STATION,CORNER OF WEST AVE &CLINTON ST,ALBION,Orleans,14411,3720,8,3/21/78,1978,3/22/78,Other,NONE,Gasoline Station or other PBS Facility,3/23/78,gasoline,Petroleum,0,,0
7880910,TOM'S CARTAGE COMPANY MVA,ROUTE 20A EAST,,HONEOYE,Ontario,14471,3542,8,9/11/78,1978,9/11/78,Traffic Accident,TRIB/HONEOYE CREEK,Tank Truck,9/14/78,styrene,Hazardous Material,55,Gallons,0
7880123,TRANSELCO CORP.,TRANSELCO CORP.,,TORREY,Yates,,6236,8,1/22/78,1978,1/23/78,Equipment Failure,SENECA LAKE,Commercial/Industrial,1/26/78,#2 fuel oil,Petroleum,15000,Gallons,0
7880908,TRIBUTARY TO CANANDAIGUA,TRIBUTARY TO CANANDAIGUA,,SOUTH BRISTOL,Ontario,14419,3546,8,9/7/78,1978,9/7/78,Unknown,BROOK/CANADAIQUA LAK,Unknown,9/8/78,gasoline,Petroleum,0,Pounds,0
7881030,TRUCKSTOPS OF AMERICA,JEFFERSON RD.,,HENRIETTA,Monroe,14467,2832,8,10/31/78,1978,10/31/78,Tank Overfill,TRIB OF ALLENS CREEK,Tank Truck,10/31/78,gasoline,Petroleum,30,Gallons,0
7880129,UNION CARBIDE,NEW YORK STATE THRUWAY,,HENRIETTA,Monroe,14467,2832,8,1/30/78,1978,1/30/78,Traffic Accident,,Tank Truck,1/30/78,gasoline,Petroleum,1500,Gallons,0
7800951,V.VANVALKENBURG(FILTERS),RT 28,,WEST HURLEY,Ulster,,5600,3,12/5/78,1978,12/5/78,Tank Failure,,Gasoline Station or other PBS Facility,1/29/91,gasoline,Petroleum,0,Pounds,0
7880119,VILLAGE BUILDING,VILLAGE BUILDING,GENESEE STREET BEHIND THEATRE,AVON,Livingston,14414,2620,8,1/19/78,1978,1/19/78,Tank Failure,STORM&SANITARY SEWER,Commercial/Industrial,1/20/78,gasoline,Petroleum,150,Gallons,0
7881119,WALTS MOBIL SATION,WALTS MOBIL STATION,,CANANDAIGUA,Ontario,,3524,8,11/19/78,1978,11/20/78,Vandalism,TRIB. CAN. OUTLET,Gasoline Station or other PBS Facility,12/4/78,gasoline,Petroleum,1867,Gallons,800
9601337,WARREN RESIDENCE,WARREN RD,BOX 268,NEW BERLIN,Chenango,,938,7,4/26/78,1978,4/26/96,Equipment Failure,,Commercial/Industrial,9/25/96,PCB oil,Petroleum,10,Gallons,0
7880218,WASTE OIL,WASTE OIL & TANK CLEANING,,BERGEN,Genesee,14416,1926,8,2/17/78,1978,2/17/78,Vandalism,TRIB OF BLACK CREEK,Commercial/Industrial,2/28/78,waste oil/used oil,Petroleum,200,Gallons,75
7881113,WEBACO CAR WASH,WEBACO CAR WASH,,PITTSFORD,Monroe,14534,2846,8,11/13/78,1978,11/13/78,Unknown,,Gasoline Station or other PBS Facility,11/30/78,gasoline,Petroleum,20,Gallons,0
7880510,WEMETT CORPORATION,ROUTE 54,,URBANA,Steuben,14890,5172,8,5/9/78,1978,5/10/78,Traffic Accident,,Tank Truck,5/21/78,gasoline,Petroleum,100,Gallons,0
7900635,1,UNKNOWN,,,Sullivan,,5300,3,8/6/79,1979,8/6/79,Traffic Accident,,Passenger Vehicle,2/8/93,waste oil/used oil,Petroleum,50,Gallons,0
7980116,27 SYCAMORE AVENUE,27 SYCAMORE AVENUE,,AVON,Livingston,14414,2620,8,1/15/79,1979,1/16/79,Other,NONE,Private Dwelling,1/16/79,#2 fuel oil,Petroleum,0,,0
7900924,3 STAR / CAMO,3 FOWLER AVE,,FAIRVIEW,Dutchess,,1432,3,1/18/79,1979,1/18/79,Unknown,,Unknown,11/15/88,gasoline,Petroleum,0,Pounds,0
7981017,33A @ RIDGE ROAD,33A @ RIDGE ROAD,,CHILI,Monroe,14615,2822,8,10/17/79,1979,10/18/79,Traffic Accident,,Unknown,1/1/83,waste oil/used oil,Petroleum,5,Gallons,0
9805270,422 CHELSEA RD,422 CHELSEA ROAD,,STATEN ISLAND,Richmond,,4301,2,7/28/79,1979,7/28/98,Unknown,,Unknown,1/27/12,unknown material,Other,0,Gallons,0
7980117,84 SHERWOOD AVENUE,84 SHERWOOD AVE,,ROCHESTER,Monroe,,2814,8,1/16/79,1979,1/16/79,Tank Failure,STORM SEWERS,Private Dwelling,1/16/79,#2 fuel oil,Petroleum,100,Gallons,0
7980806,ABANDONED BOAT,LAKE ONTARIO,,HILTON,Monroe,14468,2828,8,8/6/79,1979,8/10/79,Unknown,LAKE ONTARIO,Unknown,8/10/79,gasoline,Petroleum,5,Gallons,0
7981015,ADAMS FUEL COMPANY,COLLETTE ROAD,,FARMINGTON,Ontario,14425,3528,8,10/15/79,1979,10/15/79,Tank Overfill,ROADSIDE DITCH,Commercial/Industrial,1/1/83,diesel,Petroleum,50,Gallons,0
7980412,AGWAY,AGWAY TANK FARM,,SHORTSVILLE,Ontario,14548,3536,8,4/12/79,1979,4/12/79,Tank Overfill,SUCKER BROOK-TRIB OF,Commercial/Industrial,4/12/79,gasoline,Petroleum,2200,Gallons,0
7980315,AGWAY,ROUTE 21,,SHORTSVILLE,Ontario,14548,3536,8,3/14/79,1979,3/14/79,Human Error,CANANDAIGUA OUTLET,Commercial/Industrial,3/30/79,#2 fuel oil,Petroleum,462,Gallons,200
7980505,AGWAY,ROUTE 104,,SODUS,Wayne,14551,5942,8,5/3/79,1979,5/3/79,Unknown,LAKE ONTARIO,Commercial/Industrial,5/29/79,gasoline,Petroleum,7100,Gallons,1800
7981126,AGWAY,ROUTE 89 AND ROUTE 31,,TYRE,Seneca,13148,5034,8,11/26/79,1979,11/26/79,Traffic Accident,CLYDE RIVER,Commercial/Industrial,11/27/79,diesel,Petroleum,0,Gallons,0
7900850,ALL WEATHER ROOFING,TRANSIT & MILLERSPORT RDS,,AMHERST,Erie,,1522,9,9/24/79,1979,9/25/79,Traffic Accident,,Commercial Vehicle,5/6/80,tar,Other,800,Gallons,0
7980503,ALLENS CREEK,519 ALLENS CREEK ROAD,,PITTSFORD,Monroe,14534,2846,8,5/3/79,1979,5/3/79,Unknown,ALLENS CREEK,Unknown,5/3/79,waste oil/used oil,Petroleum,0,Gallons,0
7980830,AMERICAN FREIGHT SYSTEM,ROUTE 490,,ROCHESTER,Monroe,,2814,8,8/30/79,1979,8/30/79,Traffic Accident,STORM SEWERS,Commercial/Industrial,8/30/79,diesel,Petroleum,50,Gallons,0
7980727,AMERICAN HOMESTEAD REALTY,1669 PITTSFORD VICTOR ROAD,,VICTOR,Ontario,14564,3548,8,7/27/79,1979,7/27/79,Unknown,GROUND WATER,Unknown,7/27/79,kerosene,Petroleum,0,Gallons,0
7980722,AMOCO OIL COMPANY,MCKEE ROAD,,ROCHESTER,Monroe,,2814,8,7/26/79,1979,7/26/79,Tank Overfill,,Commercial/Industrial,7/27/79,#2 fuel oil,Petroleum,500,Gallons,500
7981006,ANCHOR FREIGHT LINES,ROUTE 36,,DANSVILLE,Livingston,14437,2638,8,10/5/79,1979,10/9/79,Traffic Accident,GROUND WATER,Commercial Vehicle,10/11/79,diesel,Petroleum,100,Gallons,0
7801361,APARTMENT,10 LENOX ROAD,,ROCKVILLE CENTRE,Nassau,,3020,1,3/7/79,1979,3/7/79,Unknown,,Unknown,12/7/92,unknown petroleum,Petroleum,0,Gallons,0
7900226,ARCO TEMINAL,"OIL CITY, SOLAR STREET",,SYRACUSE,Onondaga,,3415,7,5/17/79,1979,5/18/79,Traffic Accident,,"Major Facility (MOSF) > 400,000 gal",2/11/80,gasoline,Petroleum,97613,Gallons,70000
7981207,ASHLAND OIL COMPANY,2734 DEWEY AVENUE,,ROCHESTER,Monroe,,2800,8,12/9/79,1979,12/10/79,Vandalism,,Commercial/Industrial,12/26/79,gasoline,Petroleum,23,Gallons,0
7980905,AT & T,ORTNER ROAD,,BENNINGTON,Ontario,,3500,8,9/5/79,1979,9/5/79,Unknown,GROUND WATER,Commercial/Industrial,1/1/83,gasoline,Petroleum,1700,Gallons,0
7901557,ATLAS OIL CO.,1501 BLEECKER ST,,UTICA,Oneida,,3300,6,11/11/79,1979,3/14/80,Tank Failure,NONE,Gasoline Station or other PBS Facility,3/14/80,gasoline,Petroleum,0,,0
8804472,AUBURN STEEL,YORK ST.,,AUBURN,Cayuga,,601,7,7/1/79,1979,8/18/88,Abandoned Drums,,Commercial/Industrial,8/22/88,waste oil/used oil,Petroleum,0,,0
7801346,AUGSBURY TERMINAL,RIVERSIDE AVENUE,,OGDENSBURG,St Lawrence,,4564,6,3/5/79,1979,3/5/79,Unknown,,Unknown,6/30/05,#2 fuel oil,Petroleum,168000,Gallons,116000
7980516,B & G EQUIPMENT,1269 BRIGHTON-HENRIETTA,,HENRIETTA,Monroe,14467,2832,8,5/16/79,1979,,Unknown,,Commercial/Industrial,5/16/79,unknown petroleum,Petroleum,0,,0
7980221,B & O RAILROAD,SCOTTSVILLE - MUMFORD,,WHEATLAND,Monroe,14546,2856,8,2/12/79,1979,2/21/79,Other,OATKA CREEK,Railroad Car,2/28/79,rock salt,Other,0,Pounds,0
7900242,B.M. MCCAREY,WURZ AVENUE,,UTICA,Oneida,,3300,6,5/21/79,1979,5/21/79,Deliberate,MOHAWK RIVER,Commercial/Industrial,5/21/79,#6 fuel oil,Petroleum,50,,0
7980716,B.R. DEWITT,NORTH AVON ROAD,,AVON,Livingston,14414,2620,8,7/16/79,1979,7/16/79,Traffic Accident,GILBERT MILL CREEK,Commercial/Industrial,7/26/79,unknown material,Other,5,Gallons,0
7900644,BARGE CANAL,BARGE CANAL,,ROME C,Oneida,,3300,6,8/9/79,1979,8/9/79,Human Error,BARGE CANAL,Unknown,8/9/79,#4 fuel oil,Petroleum,1,,0
7900839,BARGE CANAL,LOCK 19,,SCHUYLER T,Herkimer,,2200,6,9/21/79,1979,9/21/79,Unknown,BARGE CANAL,Unknown,9/21/79,#6 fuel oil,Petroleum,0,,0
7900439,BARGE CANAL,SOUTH JAMES ST,,ROME C,Oneida,,3300,6,7/1/79,1979,7/1/79,Unknown,BARGE CANAL,Unknown,7/1/79,unknown petroleum,Petroleum,0,,0
7980911,BARGE CANAL,EAST HENRIETTA ROAD,,BRIGHTON,Monroe,,2800,8,9/11/79,1979,,Unknown,CANAL,Unknown,1/1/83,unknown petroleum,Petroleum,10,Pounds,0
7981004,BARGE CANAL,BARGE CANAL,,NEWARK,Wayne,14513,5920,8,10/2/79,1979,10/3/79,Unknown,BARGE CANAL,Unknown,10/3/79,unknown petroleum,Petroleum,0,,0
7901074,BARGE MORANIA 60  LOCK 14  MOHAWK RIVER,LOCK 14 MOHAWK RIVER,,PALATINE BRIDGE,Montgomery,,2934,4,11/11/79,1979,11/12/79,Equipment Failure,MOHAWK RIVER,Vessel,12/31/79,gasoline,Petroleum,0,Gallons,0
7900095,BASSETT RESIDENCE,FRANKLIN/LAKE STREETS,,CAMBRIDGE,Washington,,5822,5,4/7/79,1979,4/5/79,Unknown,,Unknown,7/31/85,gasoline,Petroleum,0,Gallons,0
7981002,BATH,STATE ROUTE 415,,BATH,Steuben,14810,5124,8,10/2/79,1979,10/2/79,Unknown,,Unknown,1/1/83,unknown petroleum,Petroleum,0,,0
7980227,BAY BRIDGE,BAY BRIDGE ROUTE 104,,IRONDEQUOIT,Monroe,14622,2834,8,1/27/79,1979,,Traffic Accident,IRONDEQUOIT BAY,Commercial Vehicle,2/28/79,gasoline,Petroleum,1600,Gallons,0
